"densidad","geometry"
"34533",32.3445890735664,c(-75.2513570728707, 4.3992988893332)
"34932",32.1451581427182,c(-75.2713570729913, 4.40129888891294)
"34933",32.3738306956085,c(-75.2693570729129, 4.40129888897854)
"34934",32.5494486989656,c(-75.2673570730434, 4.40129888895501)
"34935",32.6713978756232,c(-75.2653570728357, 4.40129888899495)
"34936",32.7393385599848,c(-75.2633570729788, 4.4012988889342)
"34937",32.753206968318,c(-75.2613570729046, 4.40129888887217)
"34938",32.7132144321284,c(-75.2593570729154, 4.40129888897303)
"34939",32.6198448131847,c(-75.257357072974, 4.40129888896164)
"34940",32.4738495445339,c(-75.2553570730012, 4.40129888884955)
"34941",32.2762409770614,c(-75.2533570729084, 4.40129888891191)
"35346",32.1339331131502,c(-75.2613570728345, 4.40329888939622)
